strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy2 / EMA Filter,NES,AMZN,equities,15min,3,32,"{""ema_period"": 20, ""entry_interval"": 59, ""lookback"": 12, ""vol_target"": 0.016084}",3.47213,4.245973,3.47213,57.526692,57.526692,82.821094,-27.174376,587,15428.956019,0.060912,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,33,"{""ema_period"": 61, ""entry_interval"": 57, ""lookback"": 30, ""vol_target"": 0.033231}",1.162636,1.881204,1.162636,5.690889,5.690889,201.331957,-68.199206,572,30356.657345,0.119845,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,34,"{""ema_period"": 42, ""entry_interval"": 50, ""lookback"": 30, ""vol_target"": 0.02617}",0.987607,1.692069,0.987607,1.14949,1.14949,191.207542,-66.889732,586,27972.799619,0.110433,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,35,"{""ema_period"": 95, ""entry_interval"": 60, ""lookback"": 26, ""vol_target"": 0.031107}",1.342633,2.060559,1.342633,11.204031,11.204031,204.720404,-63.717551,532,29423.499225,0.116161,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,36,"{""ema_period"": 66, ""entry_interval"": 60, ""lookback"": 28, ""vol_target"": 0.028679}",1.537009,2.275734,1.537009,20.157032,20.157032,201.739492,-63.368034,563,33134.562632,0.130812,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,37,"{""ema_period"": 88, ""entry_interval"": 60, ""lookback"": 27, ""vol_target"": 0.021853}",1.121515,1.851032,1.121515,9.079562,9.079562,158.328625,-53.888773,543,22188.991699,0.0876,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,38,"{""ema_period"": 107, ""entry_interval"": 60, ""lookback"": 27, ""vol_target"": 0.028914}",1.482521,2.238307,1.482521,16.499798,16.499798,203.740497,-61.303561,529,31608.563335,0.124787,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,39,"{""ema_period"": 55, ""entry_interval"": 59, ""lookback"": 30, ""vol_target"": 0.023977}",1.130259,1.833981,1.130259,8.163515,8.163515,175.853603,-61.842708,578,25724.483286,0.101557,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,4,40,"{""ema_period"": 84, ""entry_interval"": 55, ""lookback"": 30, ""vol_target"": 0.026405}",0.76282,1.486117,0.76282,-6.932257,-6.932257,196.267511,-69.284277,551,26431.499632,0.104349,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,41,"{""ema_period"": 122, ""entry_interval"": 57, ""lookback"": 15, ""vol_target"": 0.034433}",1.17194,1.900204,1.17194,5.819861,5.819861,200.27507,-63.110351,539,28650.690736,0.11311,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,42,"{""ema_period"": 133, ""entry_interval"": 56, ""lookback"": 9, ""vol_target"": 0.042425}",2.002172,2.854766,2.002172,38.987971,38.987971,189.700517,-62.729007,525,36439.213883,0.143858,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,43,"{""ema_period"": 130, ""entry_interval"": 60, ""lookback"": 15, ""vol_target"": 0.042144}",1.066937,1.78432,1.066937,2.21598,2.21598,200.238162,-61.620418,535,27414.251852,0.108228,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,44,"{""ema_period"": 93, ""entry_interval"": 47, ""lookback"": 12, ""vol_target"": 0.038483}",3.283798,4.080125,3.283798,107.985747,107.985747,184.768984,-52.805048,543,43689.88537,0.172483,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,45,"{""ema_period"": 143, ""entry_interval"": 60, ""lookback"": 12, ""vol_target"": 0.043642}",3.379459,4.136471,3.379459,106.806596,106.806596,187.56241,-52.299868,513,39403.576888,0.155561,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,46,"{""ema_period"": 132, ""entry_interval"": 60, ""lookback"": 18, ""vol_target"": 0.03565}",0.800153,1.518484,0.800153,-6.855994,-6.855994,204.36825,-66.072472,512,25439.832181,0.100434,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,47,"{""ema_period"": 136, ""entry_interval"": 55, ""lookback"": 12, ""vol_target"": 0.035932}",3.315964,4.078633,3.315964,103.627342,103.627342,187.139776,-52.459462,516,39477.899072,0.155854,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,5,48,"{""ema_period"": 173, ""entry_interval"": 60, ""lookback"": 15, ""vol_target"": 0.039592}",1.197955,1.89437,1.197955,6.307556,6.307556,201.613408,-57.336493,521,26629.744494,0.105131,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,49,"{""ema_period"": 50, ""entry_interval"": 23, ""lookback"": 5, ""vol_target"": 0.038952}",2.120178,2.854899,2.120178,47.046374,47.046374,160.338243,-45.067466,591,29374.581174,0.115968,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,50,"{""ema_period"": 94, ""entry_interval"": 17, ""lookback"": 5, ""vol_target"": 0.05}",1.785889,2.549552,1.785889,31.505873,31.505873,196.669523,-55.904234,554,34507.073039,0.13623,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,51,"{""ema_period"": 65, ""entry_interval"": 13, ""lookback"": 5, ""vol_target"": 0.044295}",2.028962,2.78564,2.028962,44.372345,44.372345,183.563852,-53.170226,580,34703.264176,0.137005,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,52,"{""ema_period"": 80, ""entry_interval"": 23, ""lookback"": 8, ""vol_target"": 0.034027}",2.864457,3.691673,2.864457,76.17274,76.17274,160.999527,-48.450392,554,35693.764271,0.140915,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,53,"{""ema_period"": 98, ""entry_interval"": 17, ""lookback"": 10, ""vol_target"": 0.05}",2.927888,3.807347,2.927888,86.952306,86.952306,187.733637,-59.285843,541,47307.947551,0.186766,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,54,"{""ema_period"": 54, ""entry_interval"": 22, ""lookback"": 6, ""vol_target"": 0.036915}",2.14017,2.873673,2.14017,47.714949,47.714949,168.194286,-52.059726,580,30692.296947,0.12117,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,55,"{""ema_period"": 83, ""entry_interval"": 27, ""lookback"": 8, ""vol_target"": 0.047067}",2.686877,3.537761,2.686877,75.91305,75.91305,188.26005,-55.861783,554,44466.662218,0.175549,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,6,56,"{""ema_period"": 68, ""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.05}",1.993421,2.759465,1.993421,42.700237,42.700237,194.936086,-55.800101,575,37382.051818,0.14758,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,57,"{""ema_period"": 132, ""entry_interval"": 38, ""lookback"": 28, ""vol_target"": 0.015635}",1.306936,1.992502,1.306936,14.142578,14.142578,116.304617,-35.305905,513,14206.63286,0.056086,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,58,"{""ema_period"": 140, ""entry_interval"": 49, ""lookback"": 30, ""vol_target"": 0.025242}",0.99896,1.683652,0.99896,1.437757,1.437757,190.514612,-58.883778,515,23451.291476,0.092583,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,59,"{""ema_period"": 182, ""entry_interval"": 39, ""lookback"": 26, ""vol_target"": 0.026272}",1.225526,1.916224,1.225526,8.057218,8.057218,191.747727,-53.241516,496,23718.841078,0.093639,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,60,"{""ema_period"": 115, ""entry_interval"": 48, ""lookback"": 30, ""vol_target"": 0.027434}",0.912578,1.651132,0.912578,-3.710173,-3.710173,205.49963,-67.105941,528,27736.060812,0.109499,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,61,"{""ema_period"": 160, ""entry_interval"": 37, ""lookback"": 30, ""vol_target"": 0.034563}",1.072199,1.755702,1.072199,1.100137,1.100137,207.94402,-62.140435,510,25761.818742,0.101705,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,62,"{""ema_period"": 153, ""entry_interval"": 26, ""lookback"": 29, ""vol_target"": 0.024956}",0.499652,1.199672,0.499652,-12.297584,-12.297584,188.379045,-61.447385,518,21925.577667,0.08656,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,63,"{""ema_period"": 111, ""entry_interval"": 36, ""lookback"": 30, ""vol_target"": 0.023925}",1.128612,1.864141,1.128612,7.03896,7.03896,179.119056,-61.103124,531,24979.984201,0.098618,1.0,True
Strategy2 / EMA Filter,NES,AMZN,equities,15min,7,64,"{""ema_period"": 177, ""entry_interval"": 27, ""lookback"": 27, ""vol_target"": 0.022763}",1.311361,2.015056,1.311361,12.915045,12.915045,167.882358,-46.574615,501,21423.86555,0.084579,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,1,"{""ema_period"": 130, ""entry_interval"": 37, ""lookback"": 15, ""vol_target"": 0.011576}",-0.618742,0.234625,-0.618742,-10.762739,-10.762739,74.387874,-34.168991,508,9479.532412,0.037424,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,2,"{""ema_period"": 90, ""entry_interval"": 31, ""lookback"": 5, ""vol_target"": 0.009452}",1.052634,1.891129,1.052634,7.270593,7.270593,50.975748,-20.042911,565,7761.804574,0.030643,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,3,"{""ema_period"": 125, ""entry_interval"": 38, ""lookback"": 14, ""vol_target"": 0.01309}",-0.696612,0.148912,-0.696612,-14.466923,-14.466923,88.250484,-39.372512,512,11080.044698,0.043743,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,4,"{""ema_period"": 72, ""entry_interval"": 34, ""lookback"": 14, ""vol_target"": 0.029131}",-1.540882,-0.583034,-1.540882,-47.400818,-47.400818,163.226785,-67.506636,550,20637.436502,0.081474,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,5,"{""ema_period"": 70, ""entry_interval"": 23, ""lookback"": 13, ""vol_target"": 0.028424}",-0.545289,0.311324,-0.545289,-31.872862,-31.872862,168.784379,-61.76214,542,21897.075791,0.086447,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,6,"{""ema_period"": 110, ""entry_interval"": 29, ""lookback"": 23, ""vol_target"": 0.030548}",-0.339799,0.509813,-0.339799,-24.114616,-24.114616,155.409937,-56.201038,531,20249.088807,0.079941,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,7,"{""ema_period"": 75, ""entry_interval"": 22, ""lookback"": 14, ""vol_target"": 0.02691}",-1.577379,-0.614159,-1.577379,-47.913126,-47.913126,163.630772,-67.935308,548,20585.007511,0.081267,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,0,8,"{""ema_period"": 128, ""entry_interval"": 26, ""lookback"": 14, ""vol_target"": 0.010869}",-0.640417,0.201186,-0.640417,-10.7938,-10.7938,73.271275,-33.285758,509,9219.44881,0.036397,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,9,"{""ema_period"": 133, ""entry_interval"": 42, ""lookback"": 7, ""vol_target"": 0.005}",-0.535518,0.297285,-0.535518,-3.212142,-3.212142,29.741976,-14.238761,526,3926.397437,0.015501,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,10,"{""ema_period"": 129, ""entry_interval"": 45, ""lookback"": 5, ""vol_target"": 0.005}",-1.1271,-0.120556,-1.1271,-6.301264,-6.301264,22.332361,-12.598517,771,5134.715266,0.020271,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,11,"{""ema_period"": 146, ""entry_interval"": 39, ""lookback"": 5, ""vol_target"": 0.005}",1.766156,2.622519,1.766156,7.04606,7.04606,26.155645,-10.252127,522,3717.759636,0.014677,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,12,"{""ema_period"": 121, ""entry_interval"": 53, ""lookback"": 7, ""vol_target"": 0.008385}",-0.741276,0.109443,-0.741276,-7.69658,-7.69658,49.799981,-24.348974,533,6680.285349,0.026373,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,13,"{""ema_period"": 136, ""entry_interval"": 27, ""lookback"": 5, ""vol_target"": 0.012534}",0.579948,1.399709,0.579948,2.681494,2.681494,68.685332,-29.88152,529,9408.062808,0.037142,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,14,"{""ema_period"": 139, ""entry_interval"": 24, ""lookback"": 6, ""vol_target"": 0.01035}",0.727647,1.574326,0.727647,4.104029,4.104029,56.087532,-23.395093,524,7876.303038,0.031095,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,15,"{""ema_period"": 123, ""entry_interval"": 30, ""lookback"": 7, ""vol_target"": 0.007767}",-1.026208,0.058287,-1.026208,-10.392246,-10.392246,36.952975,-22.286701,804,9371.570664,0.036998,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,1,16,"{""ema_period"": 147, ""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.005}",1.883923,2.739177,1.883923,7.551194,7.551194,26.188533,-9.929213,520,3713.211753,0.014659,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,17,"{""ema_period"": 200, ""entry_interval"": 15, ""lookback"": 5, ""vol_target"": 0.005}",-0.68386,0.611322,-0.68386,-4.150373,-4.150373,17.51159,-9.924591,1028,6988.395499,0.027589,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,18,"{""ema_period"": 200, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.005}",-0.030269,1.067467,-0.030269,-0.646084,-0.646084,20.898492,-9.498887,753,5282.610867,0.020855,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,19,"{""ema_period"": 200, ""entry_interval"": 10, ""lookback"": 8, ""vol_target"": 0.010496}",-0.468133,0.697326,-0.468133,-6.820072,-6.820072,45.01731,-21.078299,744,11653.400972,0.046006,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,20,"{""ema_period"": 200, ""entry_interval"": 17, ""lookback"": 5, ""vol_target"": 0.008023}",2.415825,3.28558,2.415825,14.748424,14.748424,41.503352,-16.227413,492,5880.403002,0.023215,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,21,"{""ema_period"": 160, ""entry_interval"": 10, ""lookback"": 7, ""vol_target"": 0.012559}",0.359598,1.534071,0.359598,0.993151,0.993151,57.643141,-26.735874,761,16275.777048,0.064255,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,22,"{""ema_period"": 175, ""entry_interval"": 17, ""lookback"": 5, ""vol_target"": 0.01276}",2.417373,3.29329,2.417373,23.498926,23.498926,65.915111,-24.079326,502,10072.567691,0.039765,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,23,"{""ema_period"": 188, ""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.005}",2.187525,3.050908,2.187525,8.435039,8.435039,25.912821,-10.400747,498,3563.850666,0.01407,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,2,24,"{""ema_period"": 188, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.005}",-0.076765,1.01986,-0.076765,-0.872083,-0.872083,20.878928,-9.084502,758,5300.096941,0.020924,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,25,"{""ema_period"": 147, ""entry_interval"": 47, ""lookback"": 8, ""vol_target"": 0.018547}",0.519582,1.48252,0.519582,0.441884,0.441884,99.945597,-33.445375,514,15787.632197,0.062328,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,26,"{""ema_period"": 110, ""entry_interval"": 41, ""lookback"": 5, ""vol_target"": 0.015684}",0.665685,1.495286,0.665685,3.531133,3.531133,85.381198,-35.313295,549,12473.655946,0.049245,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,27,"{""ema_period"": 157, ""entry_interval"": 37, ""lookback"": 5, ""vol_target"": 0.029099}",2.344931,3.232768,2.344931,45.925535,45.925535,151.013397,-46.991709,509,27591.329422,0.108927,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,28,"{""ema_period"": 146, ""entry_interval"": 46, ""lookback"": 5, ""vol_target"": 0.015571}",1.766096,2.639876,1.766096,19.354009,19.354009,81.448115,-29.031819,522,12832.166275,0.05066,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,29,"{""ema_period"": 110, ""entry_interval"": 42, ""lookback"": 5, ""vol_target"": 0.017547}",0.665675,1.49543,0.665675,3.136452,3.136452,95.521875,-38.810995,549,14023.72374,0.055364,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,30,"{""ema_period"": 148, ""entry_interval"": 48, ""lookback"": 11, ""vol_target"": 0.02041}",0.112779,1.003523,0.112779,-8.81377,-8.81377,122.994998,-44.734456,498,16753.873583,0.066142,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,31,"{""ema_period"": 100, ""entry_interval"": 51, ""lookback"": 6, ""vol_target"": 0.006995}",0.674363,1.527167,0.674363,3.172382,3.172382,37.651312,-16.099571,559,5621.03832,0.022191,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,3,32,"{""ema_period"": 111, ""entry_interval"": 43, ""lookback"": 12, ""vol_target"": 0.020523}",-0.720607,0.114686,-0.720607,-24.461621,-24.461621,130.248945,-55.626997,518,15876.997412,0.062681,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,33,"{""ema_period"": 187, ""entry_interval"": 29, ""lookback"": 8, ""vol_target"": 0.036365}",0.824786,1.83936,0.824786,2.162791,2.162791,150.104768,-48.463746,493,25176.238551,0.099393,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,34,"{""ema_period"": 167, ""entry_interval"": 21, ""lookback"": 8, ""vol_target"": 0.029304}",0.88581,1.895407,0.88581,3.742491,3.742491,148.94996,-48.840077,500,25382.249993,0.100206,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,35,"{""ema_period"": 200, ""entry_interval"": 33, ""lookback"": 5, ""vol_target"": 0.034241}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,36,"{""ema_period"": 191, ""entry_interval"": 37, ""lookback"": 5, ""vol_target"": 0.031813}",2.002786,2.886939,2.002786,34.025939,34.025939,153.675572,-49.273038,497,26014.304231,0.102702,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,37,"{""ema_period"": 200, ""entry_interval"": 34, ""lookback"": 5, ""vol_target"": 0.024987}",2.415727,3.300468,2.415727,41.383337,41.383337,129.244153,-43.246776,492,21905.124038,0.086479,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,38,"{""ema_period"": 200, ""entry_interval"": 42, ""lookback"": 5, ""vol_target"": 0.032048}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,39,"{""ema_period"": 180, ""entry_interval"": 30, ""lookback"": 9, ""vol_target"": 0.027111}",-0.102694,1.188944,-0.102694,-16.986344,-16.986344,120.769406,-45.806113,732,34286.772579,0.13536,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,4,40,"{""ema_period"": 200, ""entry_interval"": 27, ""lookback"": 7, ""vol_target"": 0.029539}",1.330859,2.288974,1.330859,14.150211,14.150211,153.418464,-47.379756,482,25155.210549,0.09931,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,41,"{""ema_period"": 189, ""entry_interval"": 57, ""lookback"": 7, ""vol_target"": 0.029505}",1.016672,1.978014,1.016672,6.46947,6.46947,153.302114,-47.379756,491,24746.707817,0.097697,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,42,"{""ema_period"": 200, ""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.037497}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,43,"{""ema_period"": 197, ""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.037215}",1.136438,2.093155,1.136438,9.296708,9.296708,153.342755,-47.480598,484,24619.185638,0.097194,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,44,"{""ema_period"": 160, ""entry_interval"": 47, ""lookback"": 5, ""vol_target"": 0.033555}",2.325824,3.216464,2.325824,45.693798,45.693798,154.251478,-47.734606,507,28253.960198,0.111543,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,45,"{""ema_period"": 200, ""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.038714}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,46,"{""ema_period"": 200, ""entry_interval"": 60, ""lookback"": 10, ""vol_target"": 0.030722}",1.537995,2.495182,1.537995,19.215007,19.215007,154.715986,-47.438214,473,25568.252985,0.100941,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,47,"{""ema_period"": 200, ""entry_interval"": 55, ""lookback"": 5, ""vol_target"": 0.031004}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,5,48,"{""ema_period"": 200, ""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.034664}",1.330859,2.288974,1.330859,14.150211,14.150211,153.418464,-47.379756,482,25155.210549,0.09931,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,49,"{""ema_period"": 134, ""entry_interval"": 26, ""lookback"": 5, ""vol_target"": 0.036977}",0.559656,1.366996,0.559656,-6.11021,-6.11021,162.50862,-59.439489,531,22677.147345,0.089527,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,50,"{""ema_period"": 178, ""entry_interval"": 20, ""lookback"": 5, ""vol_target"": 0.05}",2.444446,3.328034,2.444446,49.104103,49.104103,153.478543,-48.25961,502,27755.295617,0.109575,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,51,"{""ema_period"": 149, ""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.042319}",1.86957,2.738893,1.86957,31.354003,31.354003,156.027248,-47.730687,516,26952.752788,0.106406,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,52,"{""ema_period"": 164, ""entry_interval"": 26, ""lookback"": 8, ""vol_target"": 0.032051}",0.803511,1.820961,0.803511,1.789398,1.789398,149.319537,-48.444806,501,25458.683955,0.100508,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,53,"{""ema_period"": 182, ""entry_interval"": 20, ""lookback"": 10, ""vol_target"": 0.05}",1.257258,2.210958,1.257258,12.153346,12.153346,154.835043,-47.438214,480,24983.915572,0.098634,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,54,"{""ema_period"": 138, ""entry_interval"": 26, ""lookback"": 6, ""vol_target"": 0.034939}",0.763744,1.619567,0.763744,-0.427584,-0.427584,159.019926,-55.340328,525,23843.420436,0.094131,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,55,"{""ema_period"": 167, ""entry_interval"": 30, ""lookback"": 8, ""vol_target"": 0.045091}",0.018956,1.278823,0.018956,-14.58601,-14.58601,120.381772,-45.894197,757,35112.771461,0.138621,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,6,56,"{""ema_period"": 152, ""entry_interval"": 20, ""lookback"": 5, ""vol_target"": 0.05}",1.861645,2.716011,1.861645,30.917551,30.917551,156.37613,-47.793949,513,26270.328591,0.103712,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,57,"{""ema_period"": 186, ""entry_interval"": 11, ""lookback"": 5, ""vol_target"": 0.040536}",2.287413,3.173667,2.287413,43.420376,43.420376,154.29739,-49.273038,498,27334.314697,0.107913,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,58,"{""ema_period"": 194, ""entry_interval"": 22, ""lookback"": 6, ""vol_target"": 0.05}",2.446571,3.377728,2.446571,47.418409,47.418409,149.969964,-39.323831,493,28133.028807,0.111066,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,59,"{""ema_period"": 200, ""entry_interval"": 12, ""lookback"": 5, ""vol_target"": 0.05}",2.4157,3.300301,2.4157,46.985859,46.985859,153.691558,-49.273038,492,27138.630532,0.10714,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,60,"{""ema_period"": 169, ""entry_interval"": 21, ""lookback"": 8, ""vol_target"": 0.05}",0.774912,1.78875,0.774912,1.151461,1.151461,149.047753,-48.840077,500,25160.9799,0.099333,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,61,"{""ema_period"": 200, ""entry_interval"": 10, ""lookback"": 7, ""vol_target"": 0.05}",-0.099125,1.217954,-0.099125,-18.090001,-18.090001,124.828711,-54.730885,737,36385.851011,0.143647,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,62,"{""ema_period"": 200, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.049857}",-0.030444,1.236231,-0.030444,-16.704543,-16.704543,124.176591,-48.641228,753,35923.612655,0.141822,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,63,"{""ema_period"": 164, ""entry_interval"": 10, ""lookback"": 9, ""vol_target"": 0.048827}",0.044159,1.333357,0.044159,-13.628096,-13.628096,120.068994,-44.087911,741,35262.897371,0.139214,1.0,True
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,7,64,"{""ema_period"": 200, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.047664}",-0.030444,1.236231,-0.030444,-16.704543,-16.704543,124.176591,-48.641228,753,35923.612655,0.141822,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,1,"{""ema_period"": 130, ""entry_interval"": 37, ""lookback"": 15, ""vol_target"": 0.011576}",-1.057064,-0.439438,-1.057064,-19.554742,-19.554742,91.768194,-30.344649,518,8310.635245,0.032809,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,2,"{""ema_period"": 90, ""entry_interval"": 31, ""lookback"": 5, ""vol_target"": 0.009452}",0.748737,1.391488,0.748737,4.391562,4.391562,53.917904,-13.210963,539,5892.9739,0.023265,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,3,"{""ema_period"": 125, ""entry_interval"": 38, ""lookback"": 14, ""vol_target"": 0.01309}",-1.19612,-0.586477,-1.19612,-23.739593,-23.739593,100.210142,-35.46745,528,8968.991128,0.035409,1.0,True
