strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy2 / EMA Filter,NES,META,equities,15min,0,4,"{""ema_period"": 72, ""entry_interval"": 34, ""lookback"": 14, ""vol_target"": 0.029131}",-0.323331,0.252177,-0.323331,-36.093508,-36.093508,204.652753,-55.003736,562,18998.231336,0.075003,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,5,"{""ema_period"": 70, ""entry_interval"": 23, ""lookback"": 13, ""vol_target"": 0.028424}",0.101772,0.657859,0.101772,-25.709572,-25.709572,204.836403,-50.778927,558,19561.672246,0.077227,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,6,"{""ema_period"": 110, ""entry_interval"": 29, ""lookback"": 23, ""vol_target"": 0.030548}",-1.059179,-0.511092,-1.059179,-48.913996,-48.913996,207.894388,-63.24239,522,15496.364496,0.061178,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,7,"{""ema_period"": 75, ""entry_interval"": 22, ""lookback"": 14, ""vol_target"": 0.02691}",-0.323329,0.255342,-0.323329,-35.077305,-35.077305,200.384608,-54.075129,562,18722.691882,0.073915,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,0,8,"{""ema_period"": 128, ""entry_interval"": 26, ""lookback"": 14, ""vol_target"": 0.010869}",-1.193104,-0.576918,-1.193104,-19.245472,-19.245472,83.146289,-29.826606,528,7639.160347,0.030159,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,9,"{""ema_period"": 20, ""entry_interval"": 26, ""lookback"": 7, ""vol_target"": 0.018401}",-0.091111,0.54482,-0.091111,-11.955003,-11.955003,113.12995,-29.570569,583,12599.506112,0.049741,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,10,"{""ema_period"": 20, ""entry_interval"": 29, ""lookback"": 5, ""vol_target"": 0.020585}",0.881669,1.544629,0.881669,6.994619,6.994619,115.091679,-25.430374,580,14731.436931,0.058158,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,11,"{""ema_period"": 31, ""entry_interval"": 23, ""lookback"": 5, ""vol_target"": 0.023168}",0.877479,1.537337,0.877479,6.158512,6.158512,129.700252,-28.232274,578,16597.230765,0.065524,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,12,"{""ema_period"": 20, ""entry_interval"": 37, ""lookback"": 7, ""vol_target"": 0.02932}",-0.091154,0.518034,-0.091154,-25.915622,-25.915622,180.248348,-43.46815,583,18780.551471,0.074144,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,13,"{""ema_period"": 22, ""entry_interval"": 11, ""lookback"": 5, ""vol_target"": 0.033469}",0.881622,1.529881,0.881622,0.32595,0.32595,187.113294,-38.597606,580,24298.395179,0.095927,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,14,"{""ema_period"": 25, ""entry_interval"": 10, ""lookback"": 6, ""vol_target"": 0.031285}",-1.011824,-0.253035,-1.011824,-46.506698,-46.506698,134.178163,-54.983254,929,23719.805846,0.093643,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,15,"{""ema_period"": 20, ""entry_interval"": 14, ""lookback"": 7, ""vol_target"": 0.028702}",-0.091151,0.519894,-0.091151,-25.050528,-25.050528,176.449779,-42.746984,583,18470.885022,0.072921,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,1,16,"{""ema_period"": 33, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.02255}",-0.544228,0.293717,-0.544228,-23.794787,-23.794787,94.682408,-33.83123,943,21054.87507,0.083122,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,17,"{""ema_period"": 54, ""entry_interval"": 58, ""lookback"": 5, ""vol_target"": 0.014414}",0.848387,1.504226,0.848387,6.560816,6.560816,81.570941,-18.278213,563,9748.766203,0.038487,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,18,"{""ema_period"": 40, ""entry_interval"": 46, ""lookback"": 5, ""vol_target"": 0.014213}",0.84066,1.500526,0.84066,6.553787,6.553787,79.879213,-17.588044,574,9785.002349,0.03863,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,19,"{""ema_period"": 27, ""entry_interval"": 48, ""lookback"": 8, ""vol_target"": 0.024756}",0.085064,0.682548,0.085064,-16.383778,-16.383778,156.223471,-38.876849,575,16434.750018,0.064883,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,20,"{""ema_period"": 27, ""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.022283}",0.813527,1.475219,0.813527,4.985791,4.985791,124.553283,-27.28165,580,15876.856262,0.06268,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,21,"{""ema_period"": 20, ""entry_interval"": 48, ""lookback"": 7, ""vol_target"": 0.026818}",-0.091144,0.525308,-0.091144,-22.454751,-22.454751,164.869501,-40.501598,583,17494.716458,0.069067,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,22,"{""ema_period"": 20, ""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.027019}",0.881646,1.538872,0.881646,4.631311,4.631311,151.059058,-32.256548,580,19570.842493,0.077263,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,23,"{""ema_period"": 20, ""entry_interval"": 59, ""lookback"": 5, ""vol_target"": 0.016477}",0.881684,1.546436,0.881684,7.397628,7.397628,92.125769,-20.800738,580,11641.478044,0.045959,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,2,24,"{""ema_period"": 20, ""entry_interval"": 46, ""lookback"": 5, ""vol_target"": 0.01895}",0.881675,1.545534,0.881675,7.261366,7.261366,105.951283,-23.613494,580,13498.786636,0.053292,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,25,"{""ema_period"": 103, ""entry_interval"": 60, ""lookback"": 8, ""vol_target"": 0.0055}",-0.337768,0.28444,-0.337768,-2.889447,-2.889447,35.487917,-11.698046,528,3524.387558,0.013914,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,26,"{""ema_period"": 66, ""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.005}",0.779169,1.427686,0.779169,3.121784,3.121784,28.263132,-6.660731,558,3179.581871,0.012553,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,27,"{""ema_period"": 113, ""entry_interval"": 53, ""lookback"": 5, ""vol_target"": 0.016052}",0.477664,1.107866,0.477664,0.425626,0.425626,93.131368,-22.173484,524,9704.46752,0.038312,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,28,"{""ema_period"": 102, ""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.005}",0.602637,1.240505,0.602637,2.165895,2.165895,28.757498,-7.399651,531,3014.556089,0.011901,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,29,"{""ema_period"": 66, ""entry_interval"": 58, ""lookback"": 5, ""vol_target"": 0.005}",0.779169,1.427686,0.779169,3.121784,3.121784,28.263132,-6.660731,558,3179.581871,0.012553,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,30,"{""ema_period"": 104, ""entry_interval"": 60, ""lookback"": 11, ""vol_target"": 0.007363}",-0.461352,0.159653,-0.461352,-6.28689,-6.28689,54.743287,-15.976775,533,5416.808421,0.021385,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,31,"{""ema_period"": 56, ""entry_interval"": 60, ""lookback"": 6, ""vol_target"": 0.005}",0.265656,0.897216,0.265656,0.60628,0.60628,29.117394,-7.632654,561,3168.746366,0.01251,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,3,32,"{""ema_period"": 67, ""entry_interval"": 59, ""lookback"": 12, ""vol_target"": 0.007476}",0.362538,0.987367,0.362538,0.813392,0.813392,56.990531,-15.618752,558,6166.068833,0.024343,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,33,"{""ema_period"": 20, ""entry_interval"": 37, ""lookback"": 8, ""vol_target"": 0.010689}",0.153104,0.788956,0.153104,-2.057558,-2.057558,67.476022,-17.120874,575,7588.194173,0.029957,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,34,"{""ema_period"": 20, ""entry_interval"": 30, ""lookback"": 8, ""vol_target"": 0.005}",-1.049919,-0.206496,-1.049919,-7.46927,-7.46927,24.047562,-11.328814,905,5409.926259,0.021358,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,35,"{""ema_period"": 40, ""entry_interval"": 41, ""lookback"": 5, ""vol_target"": 0.008565}",0.84068,1.499531,0.84068,5.226104,5.226104,48.138111,-10.896468,574,5755.543575,0.022722,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,36,"{""ema_period"": 20, ""entry_interval"": 45, ""lookback"": 5, ""vol_target"": 0.006137}",0.909263,1.746413,0.909263,5.869834,5.869834,27.013902,-9.960583,892,6372.948735,0.02516,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,37,"{""ema_period"": 33, ""entry_interval"": 43, ""lookback"": 5, ""vol_target"": 0.005}",0.929975,1.587945,0.929975,3.977424,3.977424,28.015224,-6.471819,577,3320.72841,0.01311,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,38,"{""ema_period"": 53, ""entry_interval"": 50, ""lookback"": 5, ""vol_target"": 0.006372}",0.871492,1.523726,0.871492,4.391139,4.391139,36.098225,-8.421541,563,4156.048974,0.016408,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,39,"{""ema_period"": 20, ""entry_interval"": 39, ""lookback"": 9, ""vol_target"": 0.005}",-0.598944,0.054361,-0.598944,-4.342082,-4.342082,33.128764,-10.418334,576,3739.664675,0.014764,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,4,40,"{""ema_period"": 29, ""entry_interval"": 35, ""lookback"": 7, ""vol_target"": 0.005}",-0.121849,0.527275,-0.121849,-1.485395,-1.485395,30.757732,-8.861747,582,3534.848597,0.013955,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,41,"{""ema_period"": 147, ""entry_interval"": 57, ""lookback"": 7, ""vol_target"": 0.007161}",-0.933771,-0.313207,-0.933771,-8.046049,-8.046049,46.256811,-13.582161,512,4335.280552,0.017115,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,42,"{""ema_period"": 158, ""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.015152}",0.244454,0.87699,0.244454,-2.527201,-2.527201,89.703613,-22.576075,495,8699.184544,0.034343,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,43,"{""ema_period"": 155, ""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.014871}",-0.88025,-0.267163,-0.88025,-18.155451,-18.155451,96.448418,-26.414546,506,8515.048265,0.033616,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,44,"{""ema_period"": 118, ""entry_interval"": 47, ""lookback"": 5, ""vol_target"": 0.011211}",0.487477,1.117862,0.487477,1.773349,1.773349,65.17456,-16.120659,521,6694.487847,0.026429,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,45,"{""ema_period"": 168, ""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.016369}",0.065937,0.690865,0.065937,-5.693732,-5.693732,97.221527,-22.829238,491,9121.799201,0.036012,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,46,"{""ema_period"": 158, ""entry_interval"": 60, ""lookback"": 10, ""vol_target"": 0.008378}",-0.529641,0.075974,-0.529641,-7.52394,-7.52394,62.15903,-18.145838,495,5542.349355,0.021881,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,47,"{""ema_period"": 161, ""entry_interval"": 55, ""lookback"": 5, ""vol_target"": 0.008659}",0.154668,0.782566,0.154668,-0.747527,-0.747527,51.284082,-13.488286,495,4893.603316,0.019319,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,5,48,"{""ema_period"": 198, ""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.01232}",-1.418097,-0.81997,-1.418097,-19.406387,-19.406387,79.668428,-25.790955,492,6576.1969,0.025962,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,49,"{""ema_period"": 20, ""entry_interval"": 13, ""lookback"": 5, ""vol_target"": 0.010348}",0.881706,1.545967,0.881706,6.32346,6.32346,57.859439,-13.487767,580,7120.603126,0.028111,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,50,"{""ema_period"": 64, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.025843}",-0.218115,0.587015,-0.218115,-20.148113,-20.148113,110.065362,-39.238204,903,23372.352563,0.092271,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,51,"{""ema_period"": 35, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.015691}",-0.52523,0.326537,-0.52523,-14.77805,-14.77805,65.977586,-24.741735,940,15306.28303,0.060427,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,52,"{""ema_period"": 51, ""entry_interval"": 13, ""lookback"": 8, ""vol_target"": 0.005423}",0.033399,0.667069,0.033399,-0.813763,-0.813763,34.563552,-9.431847,564,3772.368894,0.014893,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,53,"{""ema_period"": 69, ""entry_interval"": 10, ""lookback"": 10, ""vol_target"": 0.023805}",-1.044856,-0.237339,-1.044856,-42.588559,-42.588559,128.535183,-49.984163,856,22287.271828,0.087988,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,54,"{""ema_period"": 25, ""entry_interval"": 13, ""lookback"": 6, ""vol_target"": 0.008311}",0.19292,0.83023,0.19292,-0.351382,-0.351382,47.815987,-12.346807,575,5389.361104,0.021277,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,55,"{""ema_period"": 54, ""entry_interval"": 17, ""lookback"": 8, ""vol_target"": 0.018463}",0.010732,0.615281,0.010732,-10.581378,-10.581378,117.671786,-31.706976,564,12222.022294,0.048251,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,6,56,"{""ema_period"": 38, ""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.028731}",-0.578655,0.235462,-0.578655,-32.879507,-32.879507,120.95285,-42.345147,938,25184.828545,0.099427,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,57,"{""ema_period"": 20, ""entry_interval"": 39, ""lookback"": 5, ""vol_target"": 0.005}",0.881726,1.541803,0.881726,3.743775,3.743775,27.957654,-6.699087,580,3338.790402,0.013181,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,58,"{""ema_period"": 20, ""entry_interval"": 50, ""lookback"": 6, ""vol_target"": 0.005143}",0.26078,0.90117,0.26078,0.594179,0.594179,29.597294,-7.783535,575,3348.619812,0.01322,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,59,"{""ema_period"": 56, ""entry_interval"": 40, ""lookback"": 5, ""vol_target"": 0.006173}",0.831153,1.483905,0.831153,4.029657,4.029657,34.931656,-8.166811,563,4016.577131,0.015857,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,60,"{""ema_period"": 20, ""entry_interval"": 49, ""lookback"": 8, ""vol_target"": 0.007336}",0.153118,0.793476,0.153118,-0.603346,-0.603346,46.310636,-12.007961,575,5233.689219,0.020662,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,61,"{""ema_period"": 34, ""entry_interval"": 38, ""lookback"": 7, ""vol_target"": 0.014464}",-0.084194,0.554353,-0.084194,-7.79423,-7.79423,89.036185,-23.925813,581,9986.565166,0.039426,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,62,"{""ema_period"": 26, ""entry_interval"": 27, ""lookback"": 5, ""vol_target"": 0.005}",0.81359,1.473776,0.81359,3.394119,3.394119,27.950739,-6.699087,580,3332.759561,0.013157,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,63,"{""ema_period"": 20, ""entry_interval"": 37, ""lookback"": 9, ""vol_target"": 0.005}",-0.598944,0.054361,-0.598944,-4.342082,-4.342082,33.128764,-10.418334,576,3739.664675,0.014764,1.0,True
Strategy2 / EMA Filter,NES,META,equities,15min,7,64,"{""ema_period"": 51, ""entry_interval"": 28, ""lookback"": 5, ""vol_target"": 0.005}",0.815916,1.467757,0.815916,3.347619,3.347619,28.276997,-6.654541,565,3241.531358,0.012797,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,1,"{""ema_period"": 130, ""entry_interval"": 37, ""lookback"": 15, ""vol_target"": 0.011576}",0.506162,1.634719,0.506162,0.582025,0.582025,93.705329,-38.379917,512,17388.032765,0.068646,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,2,"{""ema_period"": 90, ""entry_interval"": 31, ""lookback"": 5, ""vol_target"": 0.009452}",-0.085771,1.106987,-0.085771,-6.926866,-6.926866,83.243084,-40.120812,565,17109.582484,0.067547,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,3,"{""ema_period"": 125, ""entry_interval"": 38, ""lookback"": 14, ""vol_target"": 0.01309}",0.974527,2.094986,0.974527,7.663428,7.663428,104.770194,-39.246233,510,20285.40768,0.080085,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,4,"{""ema_period"": 72, ""entry_interval"": 34, ""lookback"": 14, ""vol_target"": 0.029131}",0.306016,1.474562,0.306016,-7.12623,-7.12623,129.973953,-46.480924,548,26377.059709,0.104134,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,5,"{""ema_period"": 70, ""entry_interval"": 23, ""lookback"": 13, ""vol_target"": 0.028424}",-0.103811,1.061089,-0.103811,-14.693185,-14.693185,127.740702,-45.074483,552,24620.279479,0.097198,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,6,"{""ema_period"": 110, ""entry_interval"": 29, ""lookback"": 23, ""vol_target"": 0.030548}",-1.125838,0.140513,-1.125838,-30.347206,-30.347206,127.868182,-54.480816,526,22417.7314,0.088503,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,7,"{""ema_period"": 75, ""entry_interval"": 22, ""lookback"": 14, ""vol_target"": 0.02691}",0.448431,1.618667,0.448431,-4.177336,-4.177336,129.811819,-46.768297,547,26868.268274,0.106073,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,0,8,"{""ema_period"": 128, ""entry_interval"": 26, ""lookback"": 14, ""vol_target"": 0.010869}",0.998348,2.101834,0.998348,7.925177,7.925177,86.93808,-33.753415,509,16316.229918,0.064415,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,9,"{""ema_period"": 152, ""entry_interval"": 46, ""lookback"": 7, ""vol_target"": 0.005}",0.717167,1.827869,0.717167,3.474748,3.474748,44.310271,-17.815099,510,7933.602696,0.031321,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,10,"{""ema_period"": 148, ""entry_interval"": 49, ""lookback"": 5, ""vol_target"": 0.005}",0.417181,1.540429,0.417181,1.393217,1.393217,43.862683,-20.97398,523,8041.592579,0.031747,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,11,"{""ema_period"": 165, ""entry_interval"": 43, ""lookback"": 5, ""vol_target"": 0.005}",0.282636,1.401275,0.282636,0.426124,0.426124,44.175914,-21.718399,512,7848.044869,0.030983,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,12,"{""ema_period"": 141, ""entry_interval"": 57, ""lookback"": 7, ""vol_target"": 0.008385}",0.295672,1.416371,0.295672,-0.919828,-0.919828,75.076202,-28.891078,515,13595.560406,0.053674,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,13,"{""ema_period"": 155, ""entry_interval"": 31, ""lookback"": 5, ""vol_target"": 0.012534}",0.426855,1.671633,0.426855,-2.085345,-2.085345,110.252512,-46.215848,518,22841.165468,0.090174,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,14,"{""ema_period"": 158, ""entry_interval"": 28, ""lookback"": 6, ""vol_target"": 0.01035}",0.752602,1.899378,0.752602,4.400108,4.400108,85.070218,-33.81921,504,15983.385636,0.063101,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,15,"{""ema_period"": 142, ""entry_interval"": 34, ""lookback"": 7, ""vol_target"": 0.007767}",0.295681,1.410988,0.295681,-0.55538,-0.55538,69.543465,-27.041208,515,12514.307221,0.049405,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,1,16,"{""ema_period"": 166, ""entry_interval"": 20, ""lookback"": 5, ""vol_target"": 0.005}",0.282636,1.401275,0.282636,0.426124,0.426124,44.175914,-21.718399,512,7848.044869,0.030983,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,17,"{""ema_period"": 192, ""entry_interval"": 38, ""lookback"": 7, ""vol_target"": 0.005}",1.016005,2.119389,1.016005,5.396572,5.396572,44.394829,-19.073595,489,7651.414491,0.030207,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,18,"{""ema_period"": 177, ""entry_interval"": 26, ""lookback"": 8, ""vol_target"": 0.005}",-0.102383,1.031404,-0.102383,-2.256462,-2.256462,46.293608,-19.226728,484,7763.648691,0.03065,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,19,"{""ema_period"": 165, ""entry_interval"": 27, ""lookback"": 12, ""vol_target"": 0.00914}",0.13651,1.272299,0.13651,-2.183619,-2.183619,70.105871,-26.693043,484,11934.325715,0.047115,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,20,"{""ema_period"": 164, ""entry_interval"": 40, ""lookback"": 9, ""vol_target"": 0.006667}",1.124957,2.247685,1.124957,7.224728,7.224728,55.381361,-20.885567,487,9844.704561,0.038866,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,21,"{""ema_period"": 123, ""entry_interval"": 28, ""lookback"": 11, ""vol_target"": 0.011202}",0.848452,2.019999,0.848452,5.53852,5.53852,103.442766,-40.42614,513,20895.544183,0.082493,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,22,"{""ema_period"": 138, ""entry_interval"": 40, ""lookback"": 9, ""vol_target"": 0.011403}",1.042983,2.185571,1.042983,8.585968,8.585968,95.426212,-33.399796,499,18406.844937,0.072668,1.0,True
Strategy2 / EMA Filter,NES,MSFT,equities,15min,2,23,"{""ema_period"": 150, ""entry_interval"": 38, ""lookback"": 6, ""vol_target"": 0.005}",0.719429,1.819522,0.719429,3.329306,3.329306,41.180811,-17.757967,508,7240.895182,0.028586,1.0,True
