bar_index,strategy,config_source,asset,asset_class,frequency,split,timestamp,gross_equity,net_equity,net_return,drawdown,cost_bps,dataset_note
35,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 15:50:00+00:00,98776.942218,98052.385724,-0.521491,-4.105448,1.0,Daily data excluded from curve outputs because these are intraday strategies.
36,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-16 14:00:00+00:00,98776.942218,98032.775247,-0.02,-4.124627,1.0,Daily data excluded from curve outputs because these are intraday strategies.
37,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-16 14:40:00+00:00,98162.691067,97399.040391,-0.646452,-4.744415,1.0,Daily data excluded from curve outputs because these are intraday strategies.
38,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-17 13:30:00+00:00,98162.691067,97379.560583,-0.02,-4.763466,1.0,Daily data excluded from curve outputs because these are intraday strategies.
39,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-17 14:05:00+00:00,98113.53194,97310.935376,-0.070472,-4.830581,1.0,Daily data excluded from curve outputs because these are intraday strategies.
40,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-18 18:30:00+00:00,98113.53194,97291.473189,-0.02,-4.849615,1.0,Daily data excluded from curve outputs because these are intraday strategies.
41,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-19 13:45:00+00:00,100083.03898,99241.128033,2.003932,-2.942866,1.0,Daily data excluded from curve outputs because these are intraday strategies.
42,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 13:30:00+00:00,100083.03898,99221.279807,-0.02,-2.962278,1.0,Daily data excluded from curve outputs because these are intraday strategies.
43,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 16:15:00+00:00,100464.743807,99583.064037,0.364624,-2.608455,1.0,Daily data excluded from curve outputs because these are intraday strategies.
44,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 16:30:00+00:00,100464.743807,99563.147424,-0.02,-2.627933,1.0,Daily data excluded from curve outputs because these are intraday strategies.
45,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 13:45:00+00:00,98508.853968,97587.736134,-1.984079,-4.559872,1.0,Daily data excluded from curve outputs because these are intraday strategies.
46,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 14:30:00+00:00,98508.853968,97568.218587,-0.02,-4.57896,1.0,Daily data excluded from curve outputs because these are intraday strategies.
47,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 15:50:00+00:00,97425.40732,96465.474984,-1.130228,-5.657436,1.0,Daily data excluded from curve outputs because these are intraday strategies.
48,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-25 13:30:00+00:00,97425.40732,96446.181889,-0.02,-5.676304,1.0,Daily data excluded from curve outputs because these are intraday strategies.
49,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-25 13:55:00+00:00,96492.641254,95494.31314,-0.986943,-6.607225,1.0,Daily data excluded from curve outputs because these are intraday strategies.
50,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-26 16:30:00+00:00,96492.641254,95475.214278,-0.02,-6.625904,1.0,Daily data excluded from curve outputs because these are intraday strategies.
51,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-27 15:35:00+00:00,98918.519386,97881.512191,2.520338,-4.272561,1.0,Daily data excluded from curve outputs because these are intraday strategies.
52,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-27 16:00:00+00:00,98918.519386,97861.935888,-0.02,-4.291707,1.0,Daily data excluded from curve outputs because these are intraday strategies.
53,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 13:45:00+00:00,100106.664604,99030.27109,1.193861,-3.149083,1.0,Daily data excluded from curve outputs because these are intraday strategies.
54,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 19:30:00+00:00,100106.664604,99010.465036,-0.02,-3.168453,1.0,Daily data excluded from curve outputs because these are intraday strategies.
55,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 19:55:00+00:00,99304.454826,98188.613607,-0.830065,-3.972218,1.0,Daily data excluded from curve outputs because these are intraday strategies.
56,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 14:00:00+00:00,99304.454826,98168.975884,-0.02,-3.991424,1.0,Daily data excluded from curve outputs because these are intraday strategies.
57,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 14:55:00+00:00,98173.577755,97018.691194,-1.17174,-5.116394,1.0,Daily data excluded from curve outputs because these are intraday strategies.
58,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 16:30:00+00:00,98173.577755,96999.287455,-0.02,-5.135371,1.0,Daily data excluded from curve outputs because these are intraday strategies.
59,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 13:55:00+00:00,101899.656984,100705.22161,3.820579,-1.510993,1.0,Daily data excluded from curve outputs because these are intraday strategies.
60,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 15:00:00+00:00,101899.656984,100685.080566,-0.02,-1.530691,1.0,Daily data excluded from curve outputs because these are intraday strategies.
61,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 18:10:00+00:00,101692.64124,100457.969209,-0.225566,-1.752804,1.0,Daily data excluded from curve outputs because these are intraday strategies.
62,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 13:30:00+00:00,101692.64124,100437.877615,-0.02,-1.772453,1.0,Daily data excluded from curve outputs because these are intraday strategies.
63,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 13:50:00+00:00,101755.289312,100480.425582,0.042362,-1.730842,1.0,Daily data excluded from curve outputs because these are intraday strategies.
64,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 14:30:00+00:00,101755.289312,100460.329497,-0.02,-1.750496,1.0,Daily data excluded from curve outputs because these are intraday strategies.
65,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 14:50:00+00:00,101410.477524,100095.494606,-0.363163,-2.107302,1.0,Daily data excluded from curve outputs because these are intraday strategies.
66,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 14:00:00+00:00,101410.477524,100075.475507,-0.02,-2.12688,1.0,Daily data excluded from curve outputs because these are intraday strategies.
67,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 14:35:00+00:00,101145.554353,99790.590226,-0.28467,-2.405496,1.0,Daily data excluded from curve outputs because these are intraday strategies.
68,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 15:00:00+00:00,101145.554353,99770.632108,-0.02,-2.425015,1.0,Daily data excluded from curve outputs because these are intraday strategies.
69,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 16:15:00+00:00,100131.38682,98736.713282,-1.036296,-3.43618,1.0,Daily data excluded from curve outputs because these are intraday strategies.
70,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-09 16:00:00+00:00,100131.38682,98716.965939,-0.02,-3.455493,1.0,Daily data excluded from curve outputs because these are intraday strategies.
71,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-09 18:15:00+00:00,99931.048739,98496.924533,-0.222901,-3.670692,1.0,Daily data excluded from curve outputs because these are intraday strategies.
72,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-13 19:30:00+00:00,99931.048739,98477.225148,-0.02,-3.689958,1.0,Daily data excluded from curve outputs because these are intraday strategies.
73,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-15 13:45:00+00:00,103074.962391,101600.814572,3.17189,-0.635109,1.0,Daily data excluded from curve outputs because these are intraday strategies.
74,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 13:30:00+00:00,103074.962391,101580.494409,-0.02,-0.654982,1.0,Daily data excluded from curve outputs because these are intraday strategies.
75,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 13:50:00+00:00,103287.802492,101772.975843,0.189487,-0.466737,1.0,Daily data excluded from curve outputs because these are intraday strategies.
76,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 14:00:00+00:00,103287.802492,101752.621247,-0.02,-0.486643,1.0,Daily data excluded from curve outputs because these are intraday strategies.
77,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 17:35:00+00:00,103628.003552,102072.403743,0.314274,-0.173898,1.0,Daily data excluded from curve outputs because these are intraday strategies.
78,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 16:00:00+00:00,103628.003552,102051.989262,-0.02,-0.193863,1.0,Daily data excluded from curve outputs because these are intraday strategies.
79,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 17:20:00+00:00,103430.67764,101834.292418,-0.21332,-0.406769,1.0,Daily data excluded from curve outputs because these are intraday strategies.
80,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 18:00:00+00:00,103430.67764,101813.92556,-0.02,-0.426688,1.0,Daily data excluded from curve outputs because these are intraday strategies.
81,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 18:55:00+00:00,103412.146289,101775.03513,-0.038198,-0.464723,1.0,Daily data excluded from curve outputs because these are intraday strategies.
82,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-28 15:30:00+00:00,103412.146289,101754.680123,-0.02,-0.48463,1.0,Daily data excluded from curve outputs because these are intraday strategies.
83,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-28 16:05:00+00:00,103240.098427,101562.315734,-0.189047,-0.672761,1.0,Daily data excluded from curve outputs because these are intraday strategies.
84,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-29 13:30:00+00:00,103240.098427,101542.003271,-0.02,-0.692626,1.0,Daily data excluded from curve outputs because these are intraday strategies.
85,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-29 14:05:00+00:00,103045.633138,101327.268474,-0.211474,-0.902635,1.0,Daily data excluded from curve outputs because these are intraday strategies.
86,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-30 18:00:00+00:00,103045.633138,101307.00302,-0.02,-0.922455,1.0,Daily data excluded from curve outputs because these are intraday strategies.
87,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 15:05:00+00:00,104411.852347,102652.687585,1.328323,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
88,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 15:30:00+00:00,104411.852347,102632.157047,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
89,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 16:20:00+00:00,104207.50423,102407.323369,-0.219067,-0.239024,1.0,Daily data excluded from curve outputs because these are intraday strategies.
